"player_id","sc_id","player_name","team_abbrev","jersey","pos1","pos2","avg","age","games","P1_SC","P1_TOG","P1_P85","P2_SC","P2_TOG","P2_P85","injury","P_AVG"
292145,573,"Tom Jonas","PTA","1","DEF",,76.89,28,"139",63,83,65,87,95,78,,71.5
997142,574,"Peter Ladhams","PTA","38","RUC","FWD",75.2,21,"5",75,71,90,,,,,90
293987,575,"Jarrod Lienert","PTA","40","DEF",,82.14,25,"13",47,70,57,66,20,280,,168.5
290746,576,"Scott Lycett","PTA","29","RUC",,101.39,27,"93",,,,34,45,64,"Ankle: 1-2 weeks (2020-03-10)",64
1004998,577,"Todd Marshall","PTA","4","FWD",,52.7,21,"20",28,58,41,60,60,85,,63
293603,578,"Sam Mayes","PTA","32","MID",,0,25,"101",56,61,78,,,,,78
290527,579,"Trent McKenzie","PTA","12","DEF",,110,27,"108",63,72,74,50,82,52,,63
1005326,580,"Jackson Mead","PTA","44","MID",,0,18,"",,,,,,,,
280990,581,"Steven Motlop","PTA","6","FWD",,62.36,28,"168",130,74,149,49,77,54,,101.5
1009389,582,"Jake Pasini","PTA","48","DEF",,0,18,"",,,,,,,,
1002392,583,"Jake Patmore","PTA","37","FWD","MID",0,20,"0",,,,,,,,
993979,584,"Sam Powell-Pepper","PTA","2","FWD","MID",74.26,21,"57",102,65,133,71,77,78,,105.5
270919,585,"Tom Rockliff","PTA","11","MID",,91.22,29,"190",64,62,88,74,68,92,,90
1001299,586,"Connor Rozee","PTA","20","FWD",,77.73,19,"22",108,57,161,70,81,73,,117
290733,587,"Cameron Sutcliffe","PTA","50","FWD",,51.4,27,"108",,,,,,,,
280972,588,"Jack Watts","PTA","23","DEF",,81,28,"174",,,,,,,,
260750,589,"Justin Westhoff","PTA","39","FWD","MID",80.2,33,"268",58,63,78,108,71,129,,103.5
1009195,590,"Dylan Williams","PTA","34","MID","FWD",0,18,"",,,,,,,,
294318,591,"Ollie Wines","PTA","16","MID",,88.33,25,"141",,,,,,,"Shoulder: 5-7 weeks (2020-03-10)",
999346,592,"Boyd Woodcock","PTA","36","FWD",,0,19,"",,,,,,,,
992786,593,"Jake Aarts","RIC","39","FWD",,0,25,"",36,38,81,,,,,81
290198,594,"David Astbury","RIC","12","DEF",,67,28,"126",81,83,83,59,87,58,,70.5
1000223,595,"Liam Baker","RIC","7","DEF","FWD",74.38,21,"19",120,87,117,46,90,43,,80
1002245,596,"Noah Balta","RIC","21","RUC","FWD",47.46,20,"13",22,78,24,,,,,24
993993,597,"Shai Bolton","RIC","29","FWD",,69.81,21,"25",37,83,38,57,79,61,,49.5
295203,598,"Nathan Broad","RIC","35","DEF",,54.29,26,"51",64,75,73,55,92,51,,62
290623,599,"Josh Caddy","RIC","22","FWD","MID",75,27,"152",61,85,61,65,85,65,,63
991933,600,"Jason Castagna","RIC","11","FWD",,66.43,23,"73",39,83,40,65,83,67,,53.5
994077,601,"Mabior Chol","RIC","41","RUC","FWD",58.22,22,"10",46,84,47,,,,,47
1000061,602,"Callum Coleman-Jones","RIC","40","RUC","FWD",60,20,"1",59,75,67,51,60,72,,69.5
1008297,603,"Riley Collier-Dawkins","RIC","26","MID",,0,19,"",30,55,46,,,,,46
270896,604,"Trent Cotchin","RIC","9","MID",,79.09,29,"231",,,,66,73,77,,77
1009308,605,"Noah Cumberland","RIC","38","MID","FWD",0,18,"",,,,,,,,
1009226,606,"Thomson Dow","RIC","27","MID",,0,18,"",20,20,85,21,43,42,,63.5
260930,607,"Shane Edwards","RIC","10","DEF","MID",84.33,31,"252",,,,67,83,69,,69
1006276,608,"Derek Eggmolesse-Smith","RIC","43","DEF",,62,21,"2",,,,,,,,
1006536,609,"Luke English","RIC","32","FWD","MID",0,19,"",,,,,,,,
998218,610,"Ryan Garthwaite","RIC","42","DEF",,50,21,"9",62,71,74,,,,,74
990827,611,"Jack Graham","RIC","34","MID",,77.14,21,"37",,,,,,,"Shoulder: Test (2020-03-10)",
280819,612,"Dylan Grimes","RIC","2","DEF",,73.57,28,"148",75,81,79,64,87,63,,71
1002227,613,"Jack Higgins","RIC","13","FWD",,66.08,20,"33",22,65,29,,,,,29
250312,614,"Bachar Houli","RIC","14","DEF",,105.26,31,"204",,,,35,84,35,,35
290032,615,"Kane Lambert","RIC","23","FWD",,88,28,"92",63,79,68,37,25,126,"Concussion: Test (2020-03-10)",97
293813,616,"Tom J. Lynch","RIC","19","FWD",,71.59,27,"153",,,,111,90,105,,105
298358,617,"Oleg Markov","RIC","31","MID",,48.5,23,"17",0,45,0,,,,,0
290847,618,"Dustin Martin","RIC","4","FWD","MID",100,28,"221",,,,98,84,99,,99
1009313,619,"Will Martyn","RIC","36","MID",,0,18,"",,,,,,,,
294592,620,"Kamdyn McIntosh","RIC","33","MID",,63.31,25,"90",,,,,,,"Ankle: Test (2020-03-10)",
1002403,621,"Ben Miller","RIC","46","DEF",,0,20,"0",,,,,,,,
1002231,622,"Patrick Naish","RIC","6","MID",,72.5,20,"2",22,28,67,,,,,67
298174,623,"Toby Nankervis","RIC","25","RUC",,74.44,25,"68",,,,,,,"Adductor: Test (2020-03-10)",
1006193,624,"Bigoa Nyuon","RIC","47","DEF","RUC",0,18,"",,,,2,18,9,,9
993771,625,"Marlion Pickett","RIC","50","MID",,0,27,"",61,79,66,61,90,58,,62
290627,626,"Dion Prestia","RIC","3","MID",,101.32,27,"152",84,68,105,75,74,86,,95.5
1011985,627,"Hugo Ralphsmith","RIC","45","MID","FWD",0,18,"",,,,,,,,
250395,629,"Jack Riewoldt","RIC","8","FWD",,68.9,31,"259",,,,27,92,25,,25
1000981,630,"Daniel Rioli","RIC","17","FWD",,59.26,22,"74",38,67,48,81,79,87,,67.5
1006133,631,"Jack Ross","RIC","5","MID",,62.57,19,"7",66,69,81,,,,,81
992049,632,"Jayden Short","RIC","15","DEF",,64.33,23,"68",113,84,114,73,85,73,,93.5
998529,633,"Ivan Soldo","RIC","20","RUC",,75.73,23,"19",49,68,61,70,58,103,,82
1002583,634,"Sydney Stack","RIC","44","DEF",,80.12,19,"17",79,72,93,45,76,50,,71.5
1006208,635,"Fraser Turner","RIC","28","MID",,0,19,"",,,,,,,,
294674,636,"Nick Vlastuin","RIC","1","DEF",,91.24,25,"138",106,76,119,47,82,49,,84
1005530,637,"Ryan Abbott","STK","27","RUC",,66,28,"5",14,22,54,,,,,54
1013976,638,"Sam Alabakis","STK","45","RUC",,0,22,"",,,,,,,,
298091,639,"Logan Austin","STK","24","DEF",,0,24,"20",,,,,,,,
998134,640,"Josh Battle","STK","26","DEF",,71.84,21,"26",29,58,42,64,53,103,,72.5
1009221,641,"Jack Bell","STK","42","RUC",,0,18,"",,,,,,,,
296351,642,"Jack Billings","STK","15","MID",,93.82,24,"107",93,85,93,93,83,95,,94
260310,643,"Nathan Brown","STK","22","DEF",,53.31,31,"182",,,,,,,,
992374,644,"Dan Butler","STK","16","FWD",,48,23,"45",86,84,87,28,82,29,,58
1011994,645,"Ryan Byrnes","STK","31","MID",,0,18,"",,,,,,,,
1002922,646,"Jack Bytel","STK","23","MID",,0,19,"",,,,,,,,
290641,647,"Jake Carlisle","STK","2","DEF",,60.5,28,"134",92,81,97,,,,,97
1002264,648,"Hunter Clark","STK","11","DEF",,74.07,20,"29",97,81,102,56,79,60,,81
1002266,649,"Oscar Clavarino","STK","38","DEF",,0,20,"0",,,,,,,,
1005717,650,"Nick Coffield","STK","1","DEF",,57,20,"18",65,78,71,26,46,48,,59.5
1009228,651,"Leo Connolly","STK","37","DEF","MID",0,18,"",,,,,,,,
294429,652,"Luke Dunstan","STK","7","MID",,93.06,24,"103",95,64,126,109,72,129,,127.5
260113,653,"Jarryn Geary","STK","14","DEF",,70.2,31,"188",,,,50,68,63,"Facial fracture: Test (2020-03-10)",63
298421,654,"Jade Gresham","STK","4","FWD","MID",84.05,22,"81",59,59,85,,,,,85
290117,655,"Dan Hannebery","STK","10","MID",,96,28,"211",,,,69,62,95,,95
295584,656,"Bradley Hill","STK","8","MID",,84.23,26,"148",65,62,89,103,77,114,,101.5
297452,657,"Nick Hind","STK","40","FWD",,57.27,25,"11",,,,,,,,
993480,658,"Dougal Howard","STK","20","DEF","FWD",69.33,23,"45",34,78,37,100,86,99,,68
991988,659,"Zak Jones","STK","3","MID",,85.71,24,"89",,,,85,77,94,,94
1003520,660,"Darragh Joyce","STK","39","DEF",,55,22,"5",,,,,,,,
294570,661,"Dean Kent","STK","25","FWD",,63.69,25,"76",72,83,74,62,80,66,,70
1006143,662,"Max King","STK","12","FWD",,0,19,"",46,82,48,29,70,35,,41.5
1004989,663,"Doulton Langlands","STK","46","MID",,53.33,20,"3",,,,,,,,
993917,664,"Ben Long","STK","21","FWD",,52.13,22,"30",64,80,68,85,89,81,,74.5
992000,665,"Jack Lonie","STK","13","FWD",,65.23,23,"63",83,77,92,105,84,106,,99
990548,666,"Jonathon Marsh","STK","43","DEF",,50.6,24,"20",23,24,81,,,,,81
992468,667,"Rowan Marshall","STK","19","RUC",,110.25,24,"33",117,79,126,56,75,63,,94.5
1004360,668,"Jack Mayo","STK","48","FWD",,0,20,"",,,,,,,,
298265,669,"Daniel McKenzie","STK","36","DEF",,51.73,23,"49",20,21,81,,,,,81
294596,670,"Tim Membrey","STK","28","FWD",,80.36,25,"92",164,88,158,82,83,84,,121
1000267,671,"Matthew Parker","STK","34","FWD",,53.53,23,"17",,,,,,,,
1004985,672,"Ben Paton","STK","33","DEF",,57.85,21,"16",58,68,72,62,76,69,,70.5
1002213,673,"Ed Phillips","STK","30","MID",,63.25,21,"11",,,,24,49,42,,42
280933,674,"Dylan Roberton","STK","17","DEF",,0,28,"128",,,,60,82,62,,62
293846,675,"Sebastian Ross","STK","6","MID",,97.77,26,"124",82,63,111,,,,,111
250267,676,"Paddy Ryder","STK","18","RUC","FWD",82.71,31,"243",75,71,90,69,79,74,,82
280858,677,"Shane Savage","STK","5","DEF",,84.14,28,"163",42,64,56,,,,,56
994389,678,"Jack Sinclair","STK","35","FWD","MID",77.41,24,"86",57,90,54,33,79,36,,45
296205,679,"Jack Steele","STK","9","MID",,95,24,"78",97,78,106,122,81,128,,117
290757,680,"Jimmy Webster","STK","29","DEF",,63.75,26,"93",,,,,,,,
296422,681,"Callum Wilkie","STK","44","DEF",,70.68,23,"22",86,81,90,58,86,57,,73.5
294469,682,"Aliir Aliir","SYD","36","DEF",,77.55,25,"49",60,88,58,92,84,93,,75.5
1008091,683,"Joel Amartey","SYD","46","RUC",,0,20,"0",,,,-2,15,-11,,-11
1002291,684,"James Bell","SYD","32","FWD","MID",26.5,20,"2",,,,,,,,
1006028,685,"Nick Blakey","SYD","22","FWD",,54.48,19,"21",31,84,31,30,79,32,,31.5
295156,686,"Kaiden Brand","SYD","2","DEF",,57.6,25,"43",74,83,76,48,84,49,,62.5
996442,687,"Ryan Clarke","SYD","4","MID",,56.93,22,"54",,,,40,28,121,,121
291978,688,"Harry Cunningham","SYD","7","DEF",,80.33,26,"113",73,77,81,73,84,74,,77.5
992242,689,"Jordan Dawson","SYD","34","DEF","FWD",86.15,22,"25",125,91,117,50,82,52,,84.5
998103,690,"Oliver Florent","SYD","13","MID",,68.76,21,"53",66,83,68,41,70,50,,59
1011791,691,"Zac Foot","SYD","16","FWD","MID",0,19,"",,,,,,,,
291848,692,"Robbie Fox","SYD","42","DEF","FWD",55,26,"24",40,46,74,,,,"Ankle: Test (2020-03-10)",74
240399,693,"Lance Franklin","SYD","23","FWD",,72.6,32,"299",,,,,,,"Knee: 3-5 weeks (2020-03-10)",
1004113,694,"Will Gould","SYD","17","DEF",,0,18,"",68,68,85,,,,,85
290722,695,"Sam Gray","SYD","15","FWD",,71.2,27,"96",66,85,66,68,89,65,,65.5
997100,696,"Will Hayward","SYD","9","FWD",,58.54,21,"53",40,82,41,43,82,45,,43
298539,697,"Isaac Heeney","SYD","5","FWD","MID",94.05,23,"101",,,,44,74,51,,51
294036,698,"George Hewett","SYD","29","MID",,87.95,24,"92",23,81,24,,,,,24
260382,699,"Josh P. Kennedy","SYD","12","MID",,106.63,31,"244",84,67,107,156,69,192,,149.5
1012101,700,"Michael Knoll","SYD","48","RUC",,0,26,"",3,22,12,,,,,12
1004949,701,"Matthew Ling","SYD","19","DEF",,0,20,"0",,,,,,,,
295342,702,"Jake Lloyd","SYD","44","DEF",,108.91,26,"136",,,,98,89,94,,94
998662,703,"Jack Maibaum","SYD","21","DEF",,0,21,"0",,,,,,,,
1008198,704,"Tom McCartin","SYD","30","FWD",,49.68,20,"34",7,49,12,29,62,40,,26
1011936,705,"Justin McInerney","SYD","27","MID",,21,19,"1",80,86,79,3,7,36,,57.5
1003203,706,"Hayden McLean","SYD","41","RUC",,61,20,"4",,,,,,,,
996743,707,"Lewis Melican","SYD","43","DEF",,52.41,23,"37",,,,,,,"Hamstring: 2-3 weeks (2020-03-10)",
993905,708,"Callum Mills","SYD","14","DEF",,81.77,22,"77",,,,105,95,94,,94
298144,709,"Sam Naismith","SYD","10","RUC",,0,27,"27",79,55,122,69,72,81,,101.5
1019158,710,"Barry O'Connor","SYD","35","DEF","FWD",0,21,"",,,,,,,,
997842,711,"Colin O'Riordan","SYD","38","DEF",,62.25,24,"15",89,86,88,58,81,61,,74.5
996765,712,"Tom Papley","SYD","11","FWD",,78.36,23,"81",,,,88,83,90,,90
290778,713,"Luke Parker","SYD","26","MID",,105.09,27,"193",98,75,111,94,72,111,,111
290307,714,"Dane Rampe","SYD","24","DEF",,97.19,29,"157",36,50,61,79,85,79,,70
290188,715,"Sam Reid","SYD","20","FWD",,78.45,28,"141",,,,,,,"Calf: Test (2020-03-10)",
1013624,716,"Harry Reynolds","SYD","31","DEF",,0,19,"",,,,,,,,
1004880,717,"Ben Ronke","SYD","25","FWD",,44.92,22,"31",34,78,37,26,13,170,,103.5
1006126,718,"James Rowbottom","SYD","8","FWD","MID",62.17,19,"12",51,71,61,76,77,84,,72.5
1011789,719,"Brady Rowles","SYD","39","DEF","MID",0,18,"",,,,,,,,
294737,720,"Callum Sinclair","SYD","18","RUC",,73,30,"101",22,75,25,64,88,62,,43.5
1004848,721,"Dylan Stephens","SYD","3","MID",,0,18,"",38,73,44,49,64,65,,54.5
1008080,722,"Ryley Stoddart","SYD","33","DEF",,21,20,"4",,,,,,,,
1005997,723,"Elijah Taylor","SYD","37","MID","FWD",0,18,"",,,,,,,,
296211,724,"Lewis Taylor","SYD","28","MID",,71.4,24,"112",54,77,60,91,74,105,,82.5
294663,725,"Jackson Thurlow","SYD","6","DEF",,60.67,25,"55",,,,,,,,
1012014,726,"Chad Warner","SYD","1","MID",,0,18,"",-2,36,-5,,,,,-5
1006232,727,"Samuel Wicks","SYD","45","MID",,0,20,"",8,32,21,,,,,21
297373,728,"Marcus Bontempelli","WBD","4","MID",,114.73,24,"125",195,81,205,102,78,111,,158
291492,729,"Josh Bruce","WBD","17","FWD",,65.95,27,"113",,,,73,84,74,,74
1011992,730,"Louis Butler","WBD","18","DEF","MID",0,18,"",,,,,,,,
296070,731,"Ben Cavarra","WBD","25","FWD",,0,24,"",,,,,,,,
991939,732,"Zaine Cordy","WBD","12","DEF",,50.73,23,"69",48,90,45,60,93,55,,50
293651,733,"Hayden Crozier","WBD","9","DEF",,74.9,26,"107",91,83,93,61,83,62,,77.5
996708,734,"Bailey Dale","WBD","31","FWD",,71.44,23,"49",69,84,70,43,79,46,,58
295136,735,"Caleb Daniel","WBD","35","DEF",,99.06,23,"90",92,84,93,66,78,72,,82.5
295712,736,"Tory Dickson","WBD","29","FWD",,60.94,32,"112",53,68,66,,,,"Adductor: Test (2020-03-10)",66
993834,737,"Josh Dunkley","WBD","5","MID",,116.45,22,"64",103,88,99,103,82,107,,103
290085,738,"Taylor Duryea","WBD","15","DEF",,75.77,28,"131",,,,,,,"Groin: 5 weeks (2020-03-10)",
1004592,739,"Tim English","WBD","44","RUC",,82.58,22,"28",,,,123,87,120,,120
1006533,740,"Riley Garcia","WBD","38","MID",,0,18,"",,,,,,,"Knee: Indefinite (2020-03-10)",
997501,741,"Ryan Gardner","WBD","43","FWD",,31.5,22,"2",43,93,39,,,,,39
298277,742,"Billy Gowers","WBD","26","FWD",,48.6,23,"30",,,,,,,,
1006303,743,"Fergus Greene","WBD","30","FWD",,0,22,"5",,,,,,,,
991976,744,"Will Hayes","WBD","32","MID",,58,24,"8",48,42,97,15,37,34,"Suspended: Round 2 (2020-03-10)",65.5
294557,745,"Lachie Hunter","WBD","7","MID",,95.27,25,"126",109,87,106,103,85,103,,104.5
294101,746,"Jason Johannisen","WBD","39","DEF",,84.37,27,"124",59,77,65,71,86,70,,67.5
295313,747,"Lin Jong","WBD","46","MID",,0,26,"61",,,,,,,"Hamstring: 5 weeks (2020-03-10)",
290797,748,"Alex Keath","WBD","42","DEF",,76.06,27,"30",72,88,70,56,89,53,,61.5
998782,749,"Buku Khamis","WBD","24","DEF",,0,19,"",,,,,,,,
290799,750,"Tom Liberatore","WBD","21","MID",,82.4,27,"131",,,,,,,"Knee: 4 weeks (2020-03-10)",
1003130,751,"Patrick Lipinski","WBD","27","FWD","MID",81.31,21,"31",71,80,75,97,75,110,,92.5
290073,752,"Sam Lloyd","WBD","22","FWD",,77.18,29,"79",82,77,91,61,76,68,,79.5
994410,753,"Brad Lynch","WBD","36","DEF",,0,22,"9",,,,,,,,
295467,754,"Jack Macrae","WBD","11","MID",,123.18,25,"139",124,78,135,76,82,79,,107
996483,755,"Toby McLean","WBD","16","FWD",,70,23,"77",45,62,62,45,60,64,,63
1002404,756,"Aaron Naughton","WBD","33","FWD",,67.73,20,"40",,,,,,,"Knee: 2 weeks (2020-03-10)",
1002383,757,"Callum Porter","WBD","28","MID",,0,20,"0",,,,,,,,
1008280,758,"Ed Richards","WBD","20","FWD","MID",48.68,20,"40",32,33,82,,,,,82
993841,759,"Josh Schache","WBD","13","FWD",,57,22,"53",101,86,100,10,60,14,,57
1006130,760,"Bailey Smith","WBD","6","FWD","MID",76.59,19,"22",80,78,87,86,83,88,,87.5
992054,761,"Roarke Smith","WBD","37","FWD","MID",52.8,23,"17",38,67,48,36,40,76,,62
270732,762,"Matthew Suckling","WBD","1","DEF",,83.61,31,"170",,,,49,73,57,,57
992330,763,"Jordon Sweet","WBD","41","RUC",,0,21,"",73,71,87,,,,,87
280013,764,"Jackson Trengove","WBD","8","DEF",,65.19,29,"185",,,,,,,,
1005000,765,"Laitham Vandermeer","WBD","23","FWD","MID",0,20,"",,,,,,,"Hamstring: Test (2020-03-10)",
291545,766,"Mitch Wallis","WBD","3","FWD","MID",83.7,27,"133",49,39,107,52,79,56,,81.5
1011803,767,"Cody Weightman","WBD","19","FWD",,0,18,"",,,,,,,,
1006127,768,"Rhylee West","WBD","14","FWD",,71,19,"2",,,,,,,,
992351,769,"Bailey Williams","WBD","34","DEF",,55.33,22,"41",70,85,70,106,85,106,,88
281139,770,"Easton Wood","WBD","10","DEF",,53.36,30,"158",,,,66,86,65,,65
1004909,771,"Lachlan Young","WBD","40","DEF",,44.83,20,"6",,,,,,,,
997316,772,"Lewis Young","WBD","2","DEF",,61.5,21,"13",76,80,81,39,41,81,,81
291947,773,"Brendon Ah Chee","WCE","41","MID",,70,26,"36",53,75,60,,,,,60
1004356,774,"Brayden Ainsworth","WCE","33","MID",,0,21,"3",,,,,,,,
1004385,775,"Oscar Allen","WCE","12","FWD",,65.9,20,"23",,,,,,,"Ankle: Test (2020-03-10)",
990290,776,"Tom Barrass","WCE","37","DEF",,78.17,24,"63",42,75,48,65,84,66,,57
1002300,777,"Jarrod Brander","WCE","10","DEF","FWD",35,20,"3",46,72,54,76,77,84,,69
998107,778,"Hamish Brayshaw","WCE","22","MID",,0,21,"0",20,21,81,,,,,81
1005793,779,"Jarrod Cameron","WCE","39","FWD",,57,19,"7",,,,,,,"Pubic bone: 6-8 weeks (2020-03-10)",
993820,780,"Thomas Cole","WCE","28","DEF",,57.36,22,"41",32,77,35,,,,,35
290826,781,"Jamie Cripps","WCE","15","FWD",,76.18,27,"161",53,84,54,60,85,60,,57
290838,782,"Jack Darling","WCE","27","FWD",,84.5,27,"194",,,,,,,"Cheekbone: Test (2020-03-10)",
298268,783,"Liam Duggan","WCE","14","DEF",,65,23,"85",57,85,57,118,85,118,,87.5
1011437,784,"Harry Edwards","WCE","42","DEF",,0,19,"",,,,,,,,
1005599,785,"Luke Foley","WCE","29","DEF",,0,20,"",,,,,,,"Pubic bone: TBC (2020-03-10)",
290801,786,"Andrew Gaff","WCE","3","MID",,107.4,27,"195",,,,133,87,130,,130
294266,787,"Tom Hickey","WCE","16","RUC",,78.39,28,"97",0,0,,,,,,
240283,788,"Shannon Hurn","WCE","25","DEF",,103.53,32,"267",95,83,97,93,79,100,,98.5
281052,789,"Mark Hutchings","WCE","34","MID",,50.5,28,"111",77,86,76,60,80,64,,70
1011243,790,"Callum Jamieson","WCE","40","RUC",,0,19,"",,,,,,,,
281281,791,"Lewis Jetta","WCE","23","DEF",,70.45,30,"193",74,76,83,111,83,114,,98.5
1011464,792,"Ben Johnson","WCE","38","DEF",,0,18,"",,,,,,,,
295898,793,"Tim Kelly","WCE","11","MID",,103.45,25,"45",100,85,100,108,81,113,,106.5
240406,794,"Josh J. Kennedy","WCE","17","FWD",,61.8,32,"241",122,88,118,29,64,39,,78.5
294859,795,"Jeremy McGovern","WCE","20","DEF",,87.52,27,"124",,,,51,56,77,,77
271045,796,"Nic Naitanui","WCE","9","RUC",,93.67,29,"164",58,51,97,100,58,147,,122
298298,797,"Jackson Nelson","WCE","30","DEF",,50.09,23,"53",54,68,68,59,82,61,,64.5
1009353,798,"Mitchell O'Neill","WCE","45","MID",,0,18,"",,,,,,,,
1008282,799,"Xavier O'Neill","WCE","24","MID",,0,19,"",,,,6,15,34,,34
1006550,800,"Jack Petruccelle","WCE","21","FWD",,50.89,20,"22",52,71,62,31,77,34,,48
281373,801,"Jack Redden","WCE","8","MID",,89.38,29,"209",53,65,69,96,77,106,,87.5
296225,802,"Willie Rioli","WCE","44","FWD",,69,24,"37",,,,,,,,
997823,803,"Josh Rotham","WCE","35","DEF",,63.25,21,"4",,,,,,,,
1004364,804,"Liam Ryan","WCE","1","FWD",,61.64,23,"35",51,88,49,26,85,26,,37.5
261214,805,"Will Schofield","WCE","31","DEF",,44.67,30,"188",48,89,46,31,71,37,,41.5
296296,806,"Dom Sheed","WCE","4","MID",,95.05,24,"100",113,87,110,99,86,98,,104
281080,807,"Brad Sheppard","WCE","5","DEF",,83.91,28,"176",,,,53,86,52,,52
280078,808,"Luke Shuey","WCE","13","MID",,100.95,29,"199",121,83,124,69,80,73,,98.5
1001412,809,"Anthony Treacy","WCE","43","FWD",,0,22,"",26,68,32,,,,,32
280959,810,"Nathan Vardy","WCE","19","RUC",,53.18,28,"67",50,49,87,27,55,42,,64.5
998414,811,"Daniel Venables","WCE","18","FWD",,47.83,21,"21",,,,,,,"Concussion: Season (2020-03-10)",
996554,812,"Jake Waterman","WCE","2","FWD",,55.55,21,"27",62,63,84,42,86,42,,63
298474,813,"Francis Watson","WCE","26","DEF",,67,24,"2",46,40,98,,,,,98
1006114,814,"Bailey Williams","WCE","32","DEF",,0,19,"",70,70,85,,,,,85
292128,815,"Elliot Yeo","WCE","6","MID",,107.62,26,"153",,,,129,78,141,,141
291773,816,"Jack Newnes","CAR","32","MID",,71.15,26,"155",58,74,67,65,84,66,,66.5
